MAJ   , Code Postal , Latitude , Longitude , Eloignement 
GLENAT   ,15150,44.9,2.183333,1.65
GOURDIEGES   ,15230,44.933333,2.883333,1.14
JABRUN   ,15110,44.8,2.966667,1.48
JALEYRAC   ,15200,45.266667,2.383333,1.37
JOU SOUS MONJOU ,15800,44.933333,2.666667,0.66
JUNHAC   ,15120,44.7,2.466667,2.09
JUSSAC   ,15250,44.983333,2.433333,0.75
LABESSERETTE   ,15120,44.733333,2.483333,1.88
LABROUSSE   ,15130,44.85,2.55,1.17
LACAPELLE BARRES  ,15230,44.933333,2.733333,1.63
LACAPELLE VIESCAMP  ,15150,44.916667,2.266667,1.44
LADINHAC   ,15120,44.75,2.516667,1.78
LAFEUILLADE EN VEZIE ,15130,44.783333,2.466667,1.58
LANDEYRAT   ,15160,45.3,2.883333,1.57
LANOBRE   ,15270,45.433333,2.533333,2.38
LAPEYRUGUE   ,15120,44.716667,2.55,1.99
LAROQUEBROU   ,15150,44.966667,2.2,1.59
LASCELLE   ,15590,45.016667,2.583333,0.42
LAURIE   ,15500,45.283333,3.1,1.66
LAVASTRIE   ,15260,44.933333,3.05,1.48
LAVEISSENET   ,15300,45.083333,2.9,0.94
LAVEISSIERE   ,15300,45.116667,2.816667,0.83
LAVIGERIE   ,15300,45.133333,2.766667,1.66
LEUCAMP   ,15120,44.766667,2.533333,1.68
LEYNHAC   ,15600,44.733333,2.3,1.88
LEYVAUX   ,43450,45.316667,3.083333,1.71
LIEUTADES   ,15110,44.833333,2.9,1.59
LORCIERES   ,15320,44.866667,3.266667,2.26
LOUBARESSE   ,15390,44.933333,3.233333,2.14
LOUPIAC   ,15700,45.116667,2.35,1.27
LUGARDE   ,15190,45.3,2.766667,1.57
MADIC   ,15210,45.383333,2.466667,2.08
MALBO   ,15230,44.966667,2.75,1.51
MARCENAT   ,15190,45.316667,2.833333,1.67
MARCHAL   ,15270,45.416667,2.633333,2.28
MARCHASTEL   ,15400,45.3,2.733333,1.57
MARCOLES   ,15220,44.783333,2.35,1.58
MARMANHAC   ,15250,45,2.483333,1.6
MASSIAC   ,15500,45.25,3.216667,2.08
MAURIAC   ,15200,45.216667,2.333333,1.11
MAURINES   ,15110,44.866667,3.1,1.66
MAURS   ,15600,44.716667,2.2,1.99
MEALLET   ,15200,45.25,2.433333,1.43
MENET   ,15400,45.316667,2.583333,1.67
MENTIERES   ,15100,45.066667,3.133333,-1
MOLEDES   ,15500,45.266667,3.05,1.64
MOLOMPIZE   ,15500,45.233333,3.133333,1.78
LA MONSELIE  ,15240,45.333333,2.55,1.77
MONTBOUDIF   ,15190,45.383333,2.75,2.08
MONTCHAMP   ,15100,45.066667,3.2,2.02
MONTGRELEIX   ,15190,45.366667,2.883333,1.98
MONTMURAT   ,15600,44.633333,2.2,2.49
MONTSALVY   ,15120,44.7,2.5,2.09
MONTVERT   ,15150,44.983333,2.15,1.77
MOURJOU   ,15340,44.683333,2.333333,2.19
MOUSSAGES   ,15380,45.233333,2.483333,1.16
MURAT   ,15300,45.116667,2.866667,0.82
NARNHAC   ,15230,44.916667,2.8,0.77
NAUCELLES   ,15000,44.95,2.433333,0.75
NEUSSARGUES MOISSAC  ,15170,45.133333,2.983333,1.24
NEUVEGLISE   ,15260,44.933333,2.983333,1.24
NIEUDAN   ,15150,44.983333,2.25,1.41
OMPS   ,15290,44.866667,2.283333,1.84
ORADOUR   ,15260,44.916667,2.95,1.2
PAILHEROLS   ,15800,44.95,2.683333,0.95
PARLAN   ,15290,44.833333,2.166667,1.71
PAULHENC   ,15230,44.866667,2.833333,1.13
PERS   ,15290,44.883333,2.233333,1.47
PEYRUSSE   ,15170,45.2,3.033333,1.42
PIERREFORT   ,15230,44.916667,2.833333,0.77
PLEAUX   ,15700,45.133333,2.233333,1.47
POLMINHAC   ,15800,44.95,2.566667,1.77
PRADIERS   ,15160,45.266667,2.933333,1.37
PRUNET   ,15130,44.816667,2.466667,1.38
QUEZAC   ,15600,44.733333,2.183333,1.88
RAGEADE   ,15500,45.1,3.283333,2.32
RAULHAC   ,15800,44.9,2.666667,1.14
REILHAC   ,15250,44.966667,2.433333,0.75
REZENTIERES   ,15170,45.133333,3.116667,1.72
RIOM ES MONTAGNE ,15400,45.283333,2.666667,1.47
ROANNES SAINT MARY ,15220,44.85,2.4,1.27
ROFFIAC   ,15100,45.05,3.033333,1.42
ROUFFIAC   ,15150,45.016667,2.15,1.77
ROUMEGOUX   ,15290,44.85,2.2,1.59
ROUZIERS   ,15600,44.783333,2.216667,1.58
SAIGNES   ,15240,45.333333,2.483333,1.77
SAINT AMANDIN  ,15190,45.366667,2.7,1.98
SAINTE ANASTASIE  ,15170,45.166667,2.983333,1.24
SAINT ANTOINE  ,15220,44.75,2.333333,1.78
SAINT BONNET DE CONDAT,15190,45.3,2.8,1.57
SAINT BONNET DE SALERS,15140,45.166667,2.466667,0.76
SAINT CERNIN  ,15310,45.05,2.433333,0.9
SAINT CHAMANT  ,15140,45.083333,2.45,0.69
SAINT CHRISTOPHE LES GORGES,15700,45.1,2.3,1.23
SAINT CIRGUES DE JORDANNE,15590,45.033333,2.583333,0.26
SAINT CIRGUES DE MALBERT,15140,45.066667,2.383333,1.07
SAINT CLEMENT  ,15800,44.966667,2.666667,0.78
SAINT CONSTANT  ,15600,44.683333,2.233333,2.19
SAINT ETIENNE CANTALES ,15150,44.95,2.233333,1.47
SAINT ETIENNE DE CARLAT,15130,44.9,2.583333,0.88
SAINT ETIENNE DE MAURS,15600,44.7,2.2,2.09
SAINT ETIENNE DE CHOMEIL,15400,45.366667,2.6,1.98
SAINTE EULALIE  ,15140,45.116667,2.383333,0.93
SAINT GEORGES  ,15100,45.01965,3.12792,-1
SAINT GERONS  ,15150,44.95,2.216667,1.53
SAINT ILLIDE  ,15310,45.066667,2.316667,1.95
SAINT JACQUES DES BLATS,15580,45.05,2.7,0.22
SAINT JULIEN DE JORDANNE,15590,45.066667,2.65,1.92
SAINT JULIEN DE TOURSAC,15600,44.766667,2.2,1.68
SAINT MAMET LA SALVETAT,15220,44.85,2.3,1.23
SAINT MARC  ,15390,44.9,3.2,2.02
SAINTE MARIE  ,15230,44.866667,2.883333,1.58
SAINT MARTIAL  ,15110,44.866667,3.066667,1.54
SAINT MARTIN CANTALES ,15140,45.1,2.3,1.99
SAINT MARTIN SOUS VIGOUROUX,15230,44.916667,2.816667,0.77
SAINT MARTIN VALMEROUX ,15140,45.116667,2.416667,0.81
SAINT MARY LE PLAIN,15500,45.183333,3.166667,1.9
SAINT PAUL DES LANDES,15250,44.933333,2.316667,1.49
SAINT PAUL DE SALERS,15140,45.133333,2.516667,0.98
SAINT PIERRE  ,15350,45.383333,2.383333,2.08
SAINT PONCY  ,15500,45.166667,3.183333,1.96
SAINT PROJET DE SALERS,15140,45.083333,2.533333,1.25
SAINT REMY DE CHAUDES,15110,44.766667,3.05,1.68
SAINT REMY DE SALERS,15140,45.116667,2.466667,0.63
SAINT SANTIN CANTALES ,15150,45.05,2.25,1.41
SAINT SANTIN DE MAURS,15600,44.65,2.216667,2.39
SAINT SATURNIN  ,15190,45.283333,2.8,1.47
SAINT SAURY  ,15290,44.866667,2.166667,1.71
SAINT SIMON  ,15130,44.966667,2.483333,1.17
SAINT URCIZE  ,15110,44.683333,3.016667,2.19
SALERS   ,15140,45.133333,2.5,0.77
SALINS   ,15200,45.2,2.4,1.23
SANSAC DE MARMIESSE ,15130,44.883333,2.35,2.01
SANSAC VEINAZES  ,15120,44.733333,2.466667,1.88
SAUVAT   ,15240,45.316667,2.45,1.67
LA SEGALASSIERE  ,15290,44.883333,2.2,1.59
SEGUR LES VILLAS ,15300,45.25,2.833333,2.2
SENEZERGUES   ,15340,44.7,2.433333,2.09
SERIERS   ,15100,44.966667,3.05,1.48
SIRAN   ,15150,44.95,2.133333,1.83
SOULAGES   ,15100,45.283333,2.833333,2.32
SOURNIAC   ,15200,45.283333,2.35,1.47
TALIZAT   ,15170,45.116667,3.05,1.48
TANAVELLE   ,15100,45.016667,3,1.3
TEISSIERES DE CORNET ,15250,44.966667,2.366667,0.99
THIEZAC   ,15450,45.016667,2.666667,0.16
TIVIERS   ,15100,45.066667,3.166667,1.9
TOURNEMIRE   ,15310,45.05,2.416667,0.81
TOURNIAC   ,15700,45.2,2.216667,1.56
TREMOUILLE   ,15270,45.383333,2.683333,2.08
LA TRINITAT  ,15110,44.733333,2.95,1.88
LE TRIOULOU  ,15600,44.666667,2.183333,2.29
TRIZAC   ,15400,45.266667,2.533333,1.6
USSEL   ,15300,45.083333,2.933333,1.26
VALETTE   ,15400,45.283333,2.6,1.47
VALJOUZE   ,15170,45.166667,3.066667,1.54
VALUEJOLS   ,15300,45.05,2.933333,1.6
LE VAULMIER  ,15380,45.2,2.566667,0.96
VEDRINES SAINT LOUP ,15100,45.066667,3.283333,2.32
VELZIC   ,15590,45,2.55,1.41
VERNOLS   ,15160,45.233333,2.9,1.16
VEYRIERES   ,15350,45.333333,2.383333,1.77
VEZE   ,15160,45.266667,3,1.7
VEZELS ROUSSY  ,15130,44.8,2.583333,1.48
VIC SUR CERE ,15800,44.983333,2.616667,1.12
VIEILLESPESSE   ,15500,45.116667,3.15,1.84
VIEILLEVIE   ,15120,44.633333,2.433333,2.49
LE VIGEAN  ,15200,45.233333,2.366667,1.16
VILLEDIEU   ,15100,45,3.066667,1.54
VIRARGUES   ,15300,45.133333,2.916667,1
YDES   ,15210,45.333333,2.466667,1.77
YOLET   ,15130,44.933333,2.533333,0.73
YTRAC   ,15000,44.916667,2.366667,1.35
LE ROUGET  ,15290,44.85,2.233333,1.47
BESSE   ,15140,45.1,2.35,1.32
ABZAC   ,16500,46.1,0.7,2.48
AGRIS   ,16110,45.783333,0.333333,1.06
AIGNES ET PUYPEROUX ,16190,45.45,0.15,1.4
AIGRE   ,16140,45.9,0.016667,1.02
AIZECQ   ,16700,45.983333,0.283333,1.46
ALLOUE   ,16490,46.033333,0.516667,1.73
AMBERAC   ,16140,45.85,0.066667,1.15
AMBERNAC   ,16490,45.983333,0.533333,1.73
AMBLEVILLE   ,16300,45.55,-0.216667,1.65
ANGEAC CHAMPAGNE  ,16130,45.6,-0.3,2.03
ANGEAC CHARENTE  ,16120,45.633333,-0.066667,0.97
ANGEDUC   ,16300,45.483333,-0.05,1.4
ANGOULEME   ,16000,45.65,0.15,0.33
ANSAC SUR VIENNE ,16500,46,0.65,2.26
ANVILLE   ,16170,45.833333,-0.1,1.12
ARS   ,16130,45.65,-0.383333,2.4
ASNIERES SUR NOUERE ,16290,45.716667,0.05,1.36
AUBETERRE SUR DRONNE ,16390,45.266667,0.166667,2.39
AUBEVILLE   ,16250,45.5,-0.016667,1.13
AUGE   ,16170,45.85,-0.1,1.15
AUNAC   ,16460,45.916667,0.25,1.11
BAIGNES SAINTE RADEGONDE ,16360,45.383333,-0.233333,1.76
BALZAC   ,16430,45.7,0.116667,0.79
BARBEZIERES   ,16140,45.916667,-0.083333,1.3
BARDENAC   ,16210,45.3,-0.016667,2.21
BARRET   ,16300,45.483333,-0.2,1.58
BARRO   ,16700,46,0.216667,1.55
BASSAC   ,16120,45.666667,-0.1,1.39
BAYERS   ,16460,45.916667,0.233333,1.11
BAZAC   ,16210,45.216667,0.05,2.66
BEAULIEU SUR SONNETTE ,16450,45.933333,0.383333,1.56
BECHERESSE   ,16250,45.5,0.083333,1.13
BELLON   ,16210,45.3,0.116667,2.21
BENEST   ,16350,46.033333,0.45,1.73
BERNAC   ,16700,46.033333,0.166667,1.73
BESSAC   ,16250,45.433333,-0.033333,1.49
BESSE   ,16140,45.95,0.066667,1.28
BIGNAC   ,16170,45.8,0.066667,1.86
BIOUSSAC   ,16700,46.033333,0.283333,1.73
BIRAC   ,16120,45.566667,-0.066667,0.97
BOISBRETEAU   ,16480,45.316667,-0.15,2.12
BONNEUIL   ,16120,45.583333,-0.133333,1.27
BONNEVILLE   ,16170,45.833333,-0.033333,0.82
LE BOUCHAGE  ,16350,46.05,0.383333,1.82
BOUEX   ,16410,45.616667,0.316667,0.93
BOURG CHARENTE  ,16200,45.666667,-0.233333,1.73
BOUTEVILLE   ,16120,45.6,-0.133333,1.27
BOUTIERS SAINT TROJAN ,16100,45.716667,-0.3,2.03
BRETTES   ,16240,46,0.033333,1.55
BREVILLE   ,16370,45.8,-0.266667,1.88
BRIE SOUS BARBEZIEUX ,16300,45.433333,-0.033333,1.72
BRIGUEUIL   ,16420,45.95308,0.85879,-1
BRILLAC   ,16500,46.066667,0.783333,2.86
BROSSAC   ,16480,45.333333,-0.05,2.03
BUNZAC   ,16110,45.7,0.35,0.9
CELLEFROUIN   ,16260,45.9,0.383333,1.05
CELLETTES   ,16230,45.866667,0.15,0.84
CHABANAIS   ,16150,45.866667,0.716667,2.56
CHABRAC   ,16150,45.933333,0.733333,2.63
CHADURIE   ,16250,45.5,0.133333,1.62
CHALLIGNAC   ,16300,45.416667,-0.083333,1.58
CHAMPAGNE MOUTON  ,16350,45.983333,0.416667,1.46
CHAMPNIERS   ,16430,45.716667,0.2,1.47
CHANTILLAC   ,16360,45.333333,-0.25,2.03
LA CHAPELLE  ,16140,45.85,0.033333,0.89
CHARMANT   ,16320,45.5,0.183333,1.29
CHARME   ,16140,45.95,0.116667,1.61
CHARRAS   ,16380,45.533333,0.416667,1.22
CHASSENON   ,16150,45.85,0.766667,2.78
CHASSIECQ   ,16350,45.95,0.383333,1.28
CHASSORS   ,16200,45.7,-0.216667,1.65
CHATEAUNEUF SUR CHARENTE ,16120,45.6,-0.05,0.9
CHAVENAT   ,16320,45.45,0.166667,1.53
CHAZELLES   ,16380,45.65,0.366667,1.72
CHENOMMET   ,16460,45.933333,0.25,1.19
CHENON   ,16460,45.95,0.25,1.28
CHERVES CHATELARS  ,16310,45.8,0.55,1.81
LA CHEVRERIE  ,16240,46.033333,0.133333,1.73
CHILLAC   ,16480,45.366667,-0.083333,1.85
CHIRAC   ,16150,45.916667,0.65,2.26
CLAIX   ,16440,45.55,0.05,0.87
COGNAC   ,16100,45.7,-0.333333,2.18
COMBIERS   ,16320,45.5,0.416667,1.93
CONDAC   ,16700,46.016667,0.233333,1.64
CONDEON   ,16360,45.4,-0.133333,1.67
CONFOLENS   ,16500,46.016667,0.666667,2.33
COULGENS   ,16560,45.816667,0.283333,1.2
COURBILLAC   ,16200,45.766667,-0.166667,1.43
COURCOME   ,16240,45.983333,0.133333,1.46
COURGEAC   ,16190,45.4,0.083333,1.67
COURLAC   ,16210,45.3,0.083333,2.21
LA COURONNE  ,16400,45.616667,0.1,1.26
COUTURE   ,16460,45.933333,0.283333,1.19
CRITEUIL LA MAGDELEINE ,16300,45.533333,-0.216667,1.65
CURAC   ,16210,45.3,0.033333,2.21
DEVIAT   ,16190,45.416667,0.016667,1.58
DIGNAC   ,16410,45.55,0.283333,0.87
DIRAC   ,16410,45.6,0.25,0.6
EBREON   ,16140,45.933333,0.033333,1.19
ECHALLAT   ,16170,45.716667,-0.033333,1.17
ECURAS   ,16220,45.683333,0.566667,1.88
EDON   ,16320,45.483333,0.35,1.22
EMBOURIE   ,16240,46.033333,0.033333,1.73
EMPURE   ,16240,46.016667,0.05,1.64
EPENEDE   ,16490,46.066667,0.533333,1.91
ERAVILLE   ,16120,45.583333,-0.083333,1.05
ESSE   ,16500,46.033333,0.716667,2.56
ETAGNAC   ,16150,45.9,0.783333,2.86
ETRIAC   ,16250,45.533333,-0.016667,1.06
EXIDEUIL   ,16150,45.883333,0.683333,2.41
EYMOUTHIERS   ,16220,45.65,0.55,1.81
LA FAYE  ,16700,46.016667,0.15,1.64
FEUILLADE   ,16380,45.6,0.466667,1.43
FLEAC   ,16730,45.666667,0.1,1.27
FLEURAC   ,16200,45.716667,-0.083333,1.55
FONTCLAIREAU   ,16230,45.883333,0.2,0.93
FONTENILLE   ,16230,45.916667,0.166667,1.11
LA FORET DE TESSE,16240,46.083333,0.083333,2
FOUQUEBRUNE   ,16410,45.533333,0.2,1.69
FOUQUEURE   ,16140,45.883333,0.066667,0.93
FOUSSIGNAC   ,16200,45.716667,-0.116667,1.2
GARAT   ,16410,45.633333,0.266667,0.85
GARDES LE PONTAROUX ,16320,45.5,0.333333,1.13
GENAC   ,16170,45.8,0.033333,1.35
GENOUILLAC   ,16270,45.85,0.566667,1.88
GENSAC LA PALLUE ,16130,45.65,-0.25,1.8
GENTE   ,16130,45.616667,-0.316667,2.1
GIMEUX   ,16130,45.633333,-0.366667,2.33
GONDEVILLE   ,16200,45.666667,-0.15,1.35
LES GOURS  ,16140,45.966667,-0.066667,1.37
GOURVILLE   ,16170,45.833333,-0.016667,0.88
LE GRAND MADIEU ,16450,45.933333,0.433333,1.28
GRASSAC   ,16380,45.583333,0.4,1.13
GRAVES   ,16120,45.65,-0.1,1.12
GUIMPS   ,16300,45.466667,-0.25,1.8
GUIZENGEARD   ,16480,45.3,-0.1,2.21
GURAT   ,16320,45.433333,0.266667,1.49
HIESSE   ,16490,46.05,0.583333,1.96
HOULETTE   ,16200,45.766667,-0.2,1.58
L ISLE D ESPAGNAC,16340,45.666667,0.2,0.24
JARNAC   ,16200,45.683333,-0.166667,1.43
JAULDES   ,16560,45.783333,0.266667,0.87
JAVREZAC   ,16100,45.7,-0.35,2.25
JUIGNAC   ,16190,45.383333,0.166667,1.76
JUILLAC LE COQ ,16130,45.583333,-0.266667,1.88
JUILLAGUET   ,16320,45.483333,0.216667,1.22
JUILLE   ,16230,45.916667,0.15,1.11
JULIENNE   ,16200,45.7,-0.233333,1.73
JURIGNAC   ,16250,45.533333,-0.033333,1.29
LACHAISE   ,16300,45.533333,-0.241667,-1
LADIVILLE   ,16120,45.516667,-0.066667,1.37
LAGARDE SUR LE NE,16300,45.516667,-0.2,1.58
LAMERAC   ,16300,45.433333,-0.216667,1.65
LAPRADE   ,16390,45.283333,0.183333,2.3
LESSAC   ,16500,46.066667,0.666667,2.33
LESTERPS   ,16420,46.016667,0.783333,2.86
LEZIGNAC DURAND  ,16310,45.816667,0.633333,2.18
LICHERES   ,16460,45.9,0.216667,1.36
LIGNE   ,16140,45.916667,0.116667,1.5
LIGNIERES SONNEVILLE  ,16130,45.566667,-0.183333,1.65
LINARS   ,16730,45.65,0.083333,0.33
LE LINDOIS  ,16310,45.75,0.583333,1.96
LONDIGNY   ,16700,46.083333,0.133333,2
LONGRE   ,16240,46,-0.016667,1.9
LONNES   ,16230,45.933333,0.166667,1.19
LUPSAULT   ,16140,45.933333,-0.066667,1.19
LUXE   ,16230,45.883333,0.116667,1.36
LA MAGDELEINE  ,16240,46.05,0.083333,1.82
MAGNAC SUR TOUVRE ,16600,45.666667,0.233333,0.97
MAINFONDS   ,16250,45.516667,0.016667,1.05
MAINXE   ,16200,45.633333,-0.183333,1.5
MAINZAC   ,16380,45.55,0.483333,1.51
MALLAVILLE   ,16120,45.55,-0.1,1.12
MANOT   ,16500,45.95,0.633333,2.18
MANSLE   ,16230,45.866667,0.183333,0.84
MARCILLAC LANVILLE  ,16140,45.85,0.016667,0.83
MAREUIL   ,16170,45.766667,-0.133333,1.27
MARSAC   ,16570,45.733333,0.083333,1
MARTHON   ,16380,45.616667,0.45,1.36
MASSIGNAC   ,16310,45.783333,0.65,2.26
MAZIERES   ,16270,45.833333,0.566667,1.88
MEDILLAC   ,16210,45.233333,0.033333,2.57
MERIGNAC   ,16200,45.7,-0.083333,1.54
MERPINS   ,16100,45.683333,-0.4,2.48
MESNAC   ,16370,45.783333,-0.35,2.25
MESSEUX   ,16700,46.016667,0.35,1.64
LES METAIRIES  ,16200,45.7,-0.166667,1.43
MONTBOYER   ,16620,45.333333,0.083333,2.03
MONTBRON   ,16220,45.666667,0.5,1.58
MONTCHAUDE   ,16300,45.45,-0.2,1.58
MONTEMBOEUF   ,16310,45.766667,0.55,1.81
MONTIGNAC CHARENTE  ,16330,45.783333,0.116667,0.75
MONTIGNAC LE COQ ,16390,45.333333,0.216667,2.03
MONTIGNE   ,16170,45.816667,-0.083333,1.05
MONTJEAN   ,16240,46.083333,0.116667,2
MONTROLLET   ,16420,45.98109,0.89509,-1
MORNAC   ,16600,45.683333,0.266667,1.45
MOSNAC   ,16120,45.616667,-0.016667,1.32
MOULIDARS   ,16290,45.666667,-0.033333,1.13
MOUTARDON   ,16700,46.05,0.3,1.82
MOUTHIERS SUR BOEME ,16440,45.55,0.116667,1.6
MOUTON   ,16460,45.883333,0.25,0.93
MOUTONNEAU   ,16460,45.9,0.233333,1.02
MOUZON   ,16310,45.8,0.616667,2.11
NABINAUD   ,16390,45.283333,0.2,2.3
NANCLARS   ,16230,45.85,0.216667,0.76
NANTEUIL EN VALLEE ,16700,46,0.316667,1.55
NERCILLAC   ,16200,45.716667,-0.25,1.8
NERSAC   ,16440,45.633333,0.05,0.98
NIEUIL   ,16270,45.883333,0.5,2.06
NONAC   ,16190,45.416667,0.05,1.58
NONAVILLE   ,16120,45.533333,-0.083333,1.05
ORADOUR   ,16140,45.9,-0.033333,1.02
ORADOUR FANAIS  ,16500,46.116667,0.783333,2.86
ORGEDEUIL   ,16220,45.7,0.5,1.58
ORIOLLES   ,16480,45.35,-0.116667,1.94
ORIVAL   ,16210,45.283333,0.066667,2.3
PALLUAUD   ,16390,45.35,0.25,1.94
PARZAC   ,16450,45.933333,0.416667,1.2
PASSIRAC   ,16480,45.35,-0.066667,1.94
PEREUIL   ,16250,45.483333,-0.016667,1.22
PERIGNAC   ,16250,45.466667,0.083333,1.31
LA PERUSE  ,16270,45.883333,0.616667,2.11
PILLAC   ,16390,45.316667,0.183333,2.12
LES PINS  ,16260,45.833333,0.366667,0.98
PLAIZAC   ,16170,45.75,-0.116667,1.2
PLASSAC ROUFFIAC  ,16250,45.533333,0.066667,0.96
PLEUVILLE   ,16490,46.1,0.5,2.09
PORCHERESSE   ,16250,45.45,0.033333,1.4
POUGNE   ,16700,45.983333,0.3,1.46
POULLIGNAC   ,16190,45.4,-0.016667,1.95
POURSAC   ,16700,45.95,0.25,1.28
PRANZAC   ,16110,45.666667,0.35,1.53
PRESSIGNAC   ,16150,45.833333,0.733333,2.63
PUYMOYEN   ,16400,45.616667,0.183333,1.11
PUYREAUX   ,16230,45.866667,0.216667,0.84
RAIX   ,16240,46,0.116667,1.55
RANCOGNE   ,16110,45.7,0.4,1.13
RANVILLE BREUILLAUD  ,16140,45.9,-0.116667,1.76
REIGNAC   ,16360,45.416667,-0.166667,1.58
REPARSAC   ,16200,45.733333,-0.233333,1.73
RICHEMONT   ,16370,45.716667,-0.366667,2.33
RIVIERES   ,16110,45.75,0.35,0.9
LA ROCHEFOUCAULD  ,16110,45.733333,0.383333,1.05
LA ROCHETTE  ,16110,45.816667,0.316667,1.79
RONSENAC   ,16320,45.483333,0.233333,1.22
   ,16210,45.266667,0.083333,2.39
ROUGNAC   ,16320,45.533333,0.35,1.25
ROUILLAC   ,16170,45.783333,-0.066667,0.97
ROUMAZIERES   ,16270,45.866667,0.583333,1.96
ROUSSINES   ,16310,45.716667,0.616667,2.11
ROUZEDE   ,16220,45.716667,0.55,1.81
RUELLE SUR TOUVRE ,16600,45.683333,0.233333,0.97
RUFFEC   ,16700,46.016667,0.2,1.64
SAINT ADJUTORY  ,16310,45.766667,0.483333,1.72
SAINT AMANT  ,16190,45.4,0.15,1.67
SAINT AMANT DE BOIXE,16330,45.8,0.133333,0.81
SAINT AMANT DE BONNIEURE,16230,45.866667,0.3,2.08
SAINT ANDRE  ,16100,45.733333,-0.4,2.48
SAINT ANGEAU  ,16230,45.85,0.283333,1.84
SAINT AULAIS LA CHAPELLE,16300,45.45,-0.05,1.46
SAINT AVIT  ,16210,45.233333,0.05,2.57
BONNET   ,16300,45.483333,-0.1,1.22
SAINT BRICE  ,16100,45.683333,-0.283333,1.95
SAINT CIERS SUR BONNIEURE,16230,45.85,0.233333,0.99
SAINT CLAUD  ,16450,45.9,0.466667,1.43
SAINT CYBARDEAUX  ,16170,45.766667,-0.016667,0.75
SAINT ESTEPHE  ,16440,45.583333,0.016667,0.7
SAINT EUTROPE  ,16190,45.416667,0.116667,1.58
SAINT FORT SUR LE,16130,45.583333,-0.3,2.03
SAINT FRONT  ,16460,45.9,0.266667,1.02
SAINT GENIS DE BLANZAC,16250,45.45,0.033333,1.4
SAINT GENIS D HIERSAC,16570,45.75,0.033333,1
SAINT GEORGES  ,16700,45.966667,0.266667,1.37
SAINT GERMAIN DE CONFOLENS,16500,46.05,0.683333,2.41
SAINT GERMAIN DE MONTBRON,16380,45.633333,0.416667,1.2
SAINT GERVAIS  ,16700,45.983333,0.35,1.59
SAINT GOURSON  ,16700,45.95,0.316667,1.33
SAINT GROUX  ,16230,45.9,0.166667,1.02
SAINT HILAIRE  ,16300,45.466667,-0.166667,1.43
SAINT LAURENT DE BELZAGOT,16190,45.383333,0.116667,1.76
SAINT LAURENT DE CERIS,16450,45.95,0.483333,1.51
SAINT LAURENT DE COGNAC,16100,45.7,-0.4,2.48
SAINT LAURENT DES COMBES,16480,45.35,0.033333,1.94
SAINTE MARIE  ,16210,45.283333,0.05,2.3
SAINT MARTIN DU CLOCHER,16700,46.05,0.15,1.82
SAINT MARY  ,16260,45.85,0.366667,0.98
SAINT MAURICE DES LIONS,16500,45.966667,0.7,2.48
SAINT MEME LES CARRIERES,16720,45.65,-0.15,1.35
SAINT MICHEL  ,16470,45.65,0.1,0.33
SAINT PALAIS DU NE,16300,45.55,-0.266667,1.88
SAINT PREUIL  ,16130,45.6,-0.166667,1.77
SAINT PROJET SAINT CONSTANT,16110,45.733333,0.35,0.9
SAINT QUENTIN SUR CHARENTE,16150,45.833333,0.683333,2.41
SAINT QUENTIN DE CHALAIS,16210,45.266667,0.066667,2.39
SAINT SATURNIN  ,16290,45.666667,0.05,1
SAINTE SEVERE  ,16200,45.75,-0.233333,1.73
SAINT SEVERIN  ,16390,45.316667,0.25,2.12
SAINT SIMEUX  ,16120,45.633333,-0.033333,1.21
SAINT SIMON  ,16120,45.65,-0.066667,1.11
SAINT SORNIN  ,16220,45.7,0.433333,1.3
SAINTE SOULINE  ,16480,45.383333,-0.016667,1.76
SAINT SULPICE DE COGNAC,16370,45.766667,-0.383333,2.4
SAINT SULPICE DE RUFFEC,16460,45.941667,0.316667,1.58
SAINT VALLIER  ,16480,45.3,-0.05,2.21
SAINT YRIEIX SUR CHARENTE,16710,45.683333,0.116667,0.15
SALLES D ANGLES ,16130,45.616667,-0.333333,2.18
SALLES DE BARBEZIEUX ,16300,45.45,-0.133333,1.4
SALLES DE VILLEFAGNAN ,16700,45.95,0.166667,1.28
SALLES LAVALETTE  ,16190,45.383333,0.233333,2.03
SAULGOND   ,16420,45.95,0.783333,2.86
SAUVAGNAC   ,16310,45.75,0.65,2.26
SAUVIGNAC   ,16480,45.25,-0.083333,2.48
SEGONZAC   ,16130,45.616667,-0.216667,1.65
SERIGNAC   ,16210,45.266667,0.033333,2.39
SERS   ,16410,45.6,0.316667,0.79
SIGOGNE   ,16200,45.733333,-0.15,1.35
SIREUIL   ,16440,45.616667,0.016667,0.94
SONNEVILLE   ,16170,45.8,-0.133333,1.27
SOUFFRIGNAC   ,16380,45.583333,0.5,1.58
SOUVIGNE   ,16240,45.966667,0.066667,1.37
SOYAUX   ,16800,45.65,0.2,0.33
SUAUX   ,16260,45.85,0.516667,2.11
SURIS   ,16270,45.85,0.633333,2.18
LA TACHE  ,16260,45.883333,0.35,0.93
TAIZE AIZIE  ,16700,46.05,0.233333,1.82
TAPONNAT FLEURIGNAC  ,16110,45.783333,0.383333,1.05
LE TATRE  ,16360,45.4,-0.2,1.67
THEIL RABIER  ,16240,46.05,0.033333,1.82
TORSAC   ,16410,45.566667,0.216667,1.13
TOURRIERS   ,16560,45.8,0.183333,0.97
